ID,Date ID,Catalog Item ID,Geolocation Name,Catalog Item Title,Geolocation Type,Catalog Item Type
94815,7673,15545,SLOVENIA,Ron Botran 15 Year Old Reserva,Country,Bottle
94820,7673,14713,SLOVENIA,Ron Botran 18 Year Old Solera 1893,Country,Bottle
94825,7673,14365,SLOVENIA,Ron Centenario 25 Years Gran Reserva,Country,Bottle
94831,7673,15536,SLOVENIA,Ron Centenario 30 Year Old Edicion Limitada,Country,Bottle
94835,7673,17950,SLOVENIA,Ron Centenario Conmemorativo 9 Años Rum,Country,Bottle
94862,7673,17951,SLOVENIA,Ron Esclavo Gran Reserva Ron Dominicana,Country,Bottle
94870,7673,4713,SLOVENIA,Ron Malteco 10 Year Old Rum,Country,Bottle
94881,7673,15028,SLOVENIA,Ron Zacapa Solera 23,Country,Bottle
94892,7673,12322,SLOVENIA,Rooster Rojo Tequila Blanco,Country,Bottle
94899,7673,13253,SLOVENIA,Rooster Rojo Tequila Reposado,Country,Bottle
94912,7673,14936,SLOVENIA,Royal Brackla 12 Year Old,Country,Bottle
94940,7673,15367,SLOVENIA,Sadler's Peaky Blinder Irish Whiskey,Country,Bottle
94953,7673,12743,SLOVENIA,Saison Rum,Country,Bottle
94959,7673,18051,SLOVENIA,Šamar Brandy,Country,Bottle
94965,7673,14730,SLOVENIA,Santa Teresa 1796 Solera Rum,Country,Bottle
94971,7673,12352,SLOVENIA,Santos Dumont XO Rum,Country,Bottle
94975,7673,11621,SLOVENIA,Savanna Rhum Vieux Traditionnel 7 Year Old,Country,Bottle
94983,7673,15775,SLOVENIA,Scapa The Orcadian Glansa,Country,Bottle
95002,7673,14409,SLOVENIA,Seedlip Spice 94,Country,Bottle
95015,7673,17431,SLOVENIA,Sephina,Country,Bottle
95019,7673,11666,SLOVENIA,Shakmat 23 Year Old,Country,Bottle
95031,7673,12524,SLOVENIA,Sierra Milenario Tequila Fumado,Country,Bottle
95036,7673,14119,SLOVENIA,Silent Pool Gin,Country,Bottle
95056,7673,12849,SLOVENIA,Sipsmith London Dry Gin,Country,Bottle
95063,7673,9928,SLOVENIA,Sipsmith Sloe Gin,Country,Bottle
95071,7673,12051,SLOVENIA,Skiclub Kampen North Sea Gin,Country,Bottle
95115,7673,13496,SLOVENIA,Speyburn 10 Year Old,Country,Bottle
95120,7673,15783,SLOVENIA,Speyburn 15 Year Old Speyside Single Malt,Country,Bottle
95125,7673,11960,SLOVENIA,Speyburn Bradan Orach,Country,Bottle
95143,7673,17448,SLOVENIA,Starward Fortis Single Malt,Country,Bottle
95147,7673,17447,SLOVENIA,Starward Left-Field Single Malt,Country,Bottle
95163,7673,13122,SLOVENIA,St. George Terroir Gin,Country,Bottle
95173,7673,10648,SLOVENIA,Stork Club Straight Rye Whiskey,Country,Bottle
95178,7673,17867,SLOVENIA,Stork Club Whiskey Sour,Country,Bottle
95189,7673,13279,SLOVENIA,Suntory Roku Gin,Country,Bottle
95198,7673,12587,SLOVENIA,Suntory Toki,Country,Bottle
95212,7673,13863,SLOVENIA,Talisker 10 Year Old,Country,Bottle
95223,7673,13388,SLOVENIA,Talisker Port Ruighe,Country,Bottle
95228,7673,10750,SLOVENIA,Talisker Skye,Country,Bottle
95234,7673,10699,SLOVENIA,Talisker Storm,Country,Bottle
95242,7673,15709,SLOVENIA,Tamnavulin Double Cask,Country,Bottle
95246,7673,15712,SLOVENIA,Tamnavulin Sherry Cask Edition,Country,Bottle
95251,7673,18300,SLOVENIA,Tamnavulin Tempranillo Cask Edition (1L),Country,Bottle
95290,7673,12407,SLOVENIA,Teeling Single Malt Irish Whiskey,Country,Bottle
95298,7673,12417,SLOVENIA,Teeling Small Batch Irish Whiskey,Country,Bottle
95303,7673,11837,SLOVENIA,Teeling Small Batch Stout Cask Finish Irish Whiskey,Country,Bottle
95308,7673,11913,SLOVENIA,Templeton 6 Year Old Rye Whiskey,Country,Bottle
95336,7673,15145,SLOVENIA,The Balvenie 12 Year Old DoubleWood,Country,Bottle
95345,7673,14805,SLOVENIA,The Bay Seasoned Vodka,Country,Bottle
95373,7673,14504,SLOVENIA,The Dalmore 15 Year Old,Country,Bottle
95380,7673,11856,SLOVENIA,The Dalmore 18 Year Old,Country,Bottle
95414,7673,17443,SLOVENIA,The GlenDronach Cask Strength Batch 9,Country,Bottle
95431,7673,14814,SLOVENIA,The Glenlivet Founder's Reserve,Country,Bottle
95442,7673,12441,SLOVENIA,The Glenrothes 10 Year Old,Country,Bottle
95457,7673,14015,SLOVENIA,The Ileach Cask Strength,Country,Bottle
95462,7673,12178,SLOVENIA,The Ileach Peaty,Country,Bottle
95469,7673,12636,SLOVENIA,The Irishman 12 Year Old Single Malt Irish Whiskey,Country,Bottle
95476,7673,14240,SLOVENIA,The Irishman Founder's Reserve,Country,Bottle
95480,7673,13789,SLOVENIA,The Irishman Single Malt Irish Whiskey (1L),Country,Bottle
95489,7673,14072,SLOVENIA,The Kraken Black Spiced Rum,Country,Bottle
95495,7673,18337,SLOVENIA,The Kraken Black Spiced Rum (1L),Country,Bottle
95511,7673,12118,SLOVENIA,The Macallan 18 Year Old Double Cask,Country,Bottle
95520,7673,14708,SLOVENIA,The Macallan Double Cask Gold,Country,Bottle
95547,7673,11444,SLOVENIA,The Quiet Man 8 Year Old,Country,Bottle
95575,7673,14397,SLOVENIA,The Singleton of Dufftown Fruity Decadence 15 Year Old,Country,Bottle
95587,7673,10343,SLOVENIA,The Stillery First Dinkelwheat Vodka,Country,Bottle
95591,7673,18017,SLOVENIA,The Tottori Blended Japanese Whisky,Country,Bottle
95622,7673,11813,SLOVENIA,Togouchi 9 Year Old,Country,Bottle
95637,7673,14499,SLOVENIA,Tomatin 25 Year Old,Country,Bottle
95641,7673,10019,SLOVENIA,Tomatin Cask Strength,Country,Bottle
95649,7673,13673,SLOVENIA,Tomintoul 12 Year Old Oloroso Sherry Cask Finish,Country,Bottle
95654,7673,17357,SLOVENIA,Torres 15 Reserva Privada (1L),Country,Bottle
95658,7673,18296,SLOVENIA,Torres 20 Hors d'Age Brandy,Country,Bottle
95665,7673,10173,SLOVENIA,Torres 30 Jaime I. Brandy Reserva de la Famiglia,Country,Bottle
95685,7673,11695,SLOVENIA,Tullibardine 225 Sauternes Finish Scotch,Country,Bottle
95690,7673,15711,SLOVENIA,Tullibardine 228 Burgundy Cask Finish,Country,Bottle
95695,7673,12863,SLOVENIA,Tullibardine 500 Sherry Cask Finish,Country,Bottle
95700,7673,13345,SLOVENIA,Tullibardine Sovereign,Country,Bottle
95704,7673,18381,SLOVENIA,Tullibardine The Murray Double Wood,Country,Bottle
95709,7673,14348,SLOVENIA,Turquoise Bay Amber Rum,Country,Bottle
95719,7673,17816,SLOVENIA,Ukiyo Japanese Yuzu Gin,Country,Bottle
95724,7673,13583,SLOVENIA,Uncle Nearest 1856 Premium Aged Whiskey,Country,Bottle
95743,7673,17382,SLOVENIA,Vera Aperitivo Classico,Country,Bottle
95747,7673,18422,SLOVENIA,Vera Aperitivø Herbal,Country,Bottle
95751,7673,18423,SLOVENIA,Vera Aromaticø,Country,Bottle
95756,7673,693,SLOVENIA,Vera Ginø,Country,Bottle
95801,7673,18319,SLOVENIA,West Cork Blended Irish Whiskey IPA Cask Finish,Country,Bottle
95805,7673,18318,SLOVENIA,West Cork Blended Irish Whiskey Stout Cask Finish,Country,Bottle
95810,7673,18317,SLOVENIA,West Cork Single Malt Irish Whiskey Virgin Oak Cask Finish,Country,Bottle
95819,7673,14423,SLOVENIA,Westward American Single Malt Pinot Noir Cask Finish,Country,Bottle
95825,7673,14871,SLOVENIA,Westward American Single Malt Whiskey,Country,Bottle
95831,7673,12449,SLOVENIA,Westward Stout Cask American Single Malt Whiskey,Country,Bottle
95866,7673,13922,SLOVENIA,Whitley Neill Aloe & Cucumber Handcrafted Gin,Country,Bottle
95873,7673,12327,SLOVENIA,Whitley Neill Blood Orange Handcrafted Gin,Country,Bottle
95883,7673,11204,SLOVENIA,Whitley Neill Quince Handcrafted Gin,Country,Bottle
95890,7673,14832,SLOVENIA,Whitley Neill Rhubarb & Ginger Handcrafted Gin,Country,Bottle
95919,7673,14446,SLOVENIA,Williams Great British Extra Dry Gin,Country,Bottle
95935,7673,12609,SLOVENIA,Wolfburn Aurora,Country,Bottle
95940,7673,15600,SLOVENIA,Wolfburn Langskip,Country,Bottle
95946,7673,14101,SLOVENIA,Wolfburn Morven Single Malt Scotch Whisky,Country,Bottle
95955,7673,13508,SLOVENIA,Woodford Reserve Distiller's Select Bourbon Whiskey,Country,Bottle
95980,7673,14419,SLOVENIA,Writers' Tears Cask Strength 2020 Release,Country,Bottle
95986,7673,13709,SLOVENIA,Writers' Tears Copper Pot,Country,Bottle
95992,7673,14609,SLOVENIA,Writers' Tears Japanese Mizunara Cask Finish,Country,Bottle
96002,7673,17473,SLOVENIA,X by Glenmorangie,Country,Bottle
96008,7673,11967,SLOVENIA,XM Rum Supreme 15 Year Old,Country,Bottle
96015,7673,15538,SLOVENIA,Yamazakura Fine Blended Whisky,Country,Bottle
96028,7673,14279,SLOVENIA,Yellowstone Select Bourbon,Country,Bottle
96040,7673,14164,SLOVENIA,Zuidam Millstone 100 Rye Whisky,Country,Bottle
